local_datetime,update,policy_loss,value_loss,entropy,approx_kl,clipfrac,avg_reward_10
2026-01-29 14:01:17.592,1,-0.0004652816569432616,0.9939528554677963,1.3857204914093018,2.3879605578258634e-05,0.0,-147.482829571684
2026-01-29 14:01:39.391,2,-0.00039503147127106786,0.9897280670702457,1.3855444863438606,1.3869372196495533e-05,0.0,-240.55352131337094
2026-01-29 14:02:01.113,3,-0.0004501568037085235,0.9619353674352169,1.3853577598929405,1.4103803550824523e-05,0.0,-180.56674521827674
2026-01-29 14:02:22.821,4,-0.0002431115717627108,0.9831116981804371,1.3851453363895416,1.4605670003220439e-05,0.0,-173.33645317958332
2026-01-29 14:02:44.810,5,-5.304018850438297e-05,0.9503991529345512,1.3850682154297829,3.744964487850666e-06,0.0,-125.2827761478025
2026-01-29 14:03:06.642,6,-0.0002945981686934829,0.8942931815981865,1.3853249251842499,9.746741852723062e-06,0.0,-186.98404271396322
2026-01-29 14:03:28.447,7,-0.0009053715039044619,0.8342570997774601,1.3853706270456314,2.8510941774584353e-05,0.0,-183.16769603344494
2026-01-29 14:03:50.093,8,0.0001183204585686326,0.8577918820083141,1.3849074393510818,1.555185008328408e-05,0.0,-196.83545973069528
2026-01-29 14:04:11.887,9,-0.0002235125284641981,0.8512631841003895,1.385162316262722,1.0633259080350399e-05,0.0,-170.8548552475109
2026-01-29 14:04:33.883,10,-0.0006020807195454836,0.7942799553275108,1.3852169662714005,1.3614815543405712e-05,0.0,-163.48776742998785
2026-01-29 14:04:55.505,11,-0.0005070521729066968,0.8303565382957458,1.3844113498926163,2.6191992219537497e-05,0.0,-178.28472169523005
2026-01-29 14:05:17.288,12,-0.0003510788083076477,0.8418522700667381,1.3839590847492218,3.819327685050666e-05,0.0,-197.47792031996806
2026-01-29 14:05:39.061,13,-0.0004593837074935436,0.6722398474812508,1.3840349093079567,3.709971497301012e-05,0.0,-222.049988573554
2026-01-29 14:06:00.813,14,-0.001074621279258281,0.6397339329123497,1.383519522845745,7.440461195074022e-05,0.0,-222.22824393237937
2026-01-29 14:06:22.515,15,-0.0007018471951596439,0.7667770013213158,1.3832960277795792,8.401685045100749e-05,0.0,-107.46609989565609
2026-01-29 14:06:44.166,16,-0.00013787078205496073,0.8976642154157162,1.3830192387104034,3.343350545037538e-05,0.0,-129.9773385864017
2026-01-29 14:07:05.914,17,-0.0004683576989918947,0.7670560218393803,1.3835288509726524,3.3206146326847374e-05,0.0,-131.44147652844273
2026-01-29 14:07:27.563,18,-0.0006249492871575058,0.6234907172620296,1.3825048059225082,6.447394844144583e-05,0.0,-159.8425297815187
2026-01-29 14:07:49.389,19,-0.00020482891704887152,0.6185796670615673,1.3830041289329529,1.7644575564190745e-05,0.0,-147.27356553178328
2026-01-29 14:08:11.064,20,-0.0008644639165140688,1.2768952511250973,1.3812307268381119,4.6138884499669075e-05,0.0,-162.33232875477054
2026-01-29 14:08:32.539,21,-0.0007015281589701772,1.1902824491262436,1.3830895572900772,3.389132325537503e-05,0.0,-154.06015698565693
2026-01-29 14:08:54.149,22,-0.0008191927918232977,0.6605976708233356,1.380471982061863,4.342258034739643e-05,0.0,-163.9411548474271
2026-01-29 14:09:15.833,23,-0.0010848515667021275,0.5889409277588129,1.3799693509936333,6.976754229981452e-05,0.0,-129.14761816389938
2026-01-29 14:09:37.630,24,-0.0007350969826802611,0.8056023009121418,1.3781225308775902,3.980053588747978e-05,0.0,-131.7820394570463
2026-01-29 14:09:59.437,25,-0.0017014930490404367,0.6363152265548706,1.3740611150860786,0.0001451626158086583,0.0,-145.83311690217823
2026-01-29 14:10:21.355,26,-0.0013923249207437038,0.7219224758446217,1.3767525032162666,0.00012945853814017028,0.0,-146.31794817898782
2026-01-29 14:10:43.169,27,-0.0015681731747463346,0.7296573668718338,1.3771182671189308,0.00011208202340640128,0.0,-109.2044372788589
2026-01-29 14:11:04.931,28,-0.0007903181249275804,0.6540671773254871,1.3736840039491653,6.36289914837107e-05,0.0,-131.78440933245128
2026-01-29 14:11:26.818,29,-0.0007456433959305286,1.0139578878879547,1.372906632721424,6.492184184025973e-05,0.0,-114.56876539021923
2026-01-29 14:11:48.696,30,-0.0006077056750655174,0.621122632175684,1.37241642922163,5.4774514865130186e-05,0.0,-115.96458803098479
2026-01-29 14:12:10.356,31,-0.0012148665264248848,0.6079959534108639,1.3734973520040512,9.13410767680034e-05,0.0,-119.05977655676595
2026-01-29 14:12:32.071,32,-0.0012011147337034345,0.8865368217229843,1.3746754825115204,7.91004131315276e-05,0.0,-90.40054358775707
2026-01-29 14:12:53.784,33,-0.0009386190795339644,0.7958768643438816,1.3637745156884193,0.0001236371317645535,0.0,-142.34686493518228
2026-01-29 14:13:15.454,34,-0.0005641050520353019,0.652250025421381,1.3651722818613052,6.097089499235153e-05,0.0,-118.63384791291669
2026-01-29 14:13:37.286,35,-0.0005457388469949365,0.6985333561897278,1.3646707758307457,4.4652639189735055e-05,0.0,-148.58340677251365
2026-01-29 14:13:59.013,36,-0.0009050873341038823,0.8821648396551609,1.3604635074734688,4.952315066475421e-05,0.0,-132.58048231067636
