local_datetime,update,episode_reward
2026-01-29 14:00:57.336,1,-148.06994861598557
2026-01-29 14:00:59.356,1,-320.08193391867815
2026-01-29 14:01:01.195,1,-146.14964919584938
2026-01-29 14:01:02.450,1,-64.06886985764629
2026-01-29 14:01:04.151,1,-124.09923688597907
2026-01-29 14:01:05.576,1,-110.66132642125018
2026-01-29 14:01:07.732,1,-246.35535794849008
2026-01-29 14:01:08.962,1,-81.34559067171105
2026-01-29 14:01:10.490,1,-148.48083424218805
2026-01-29 14:01:11.815,1,-203.1954811417642
2026-01-29 14:01:13.182,1,-111.18146920458983
2026-01-29 14:01:15.171,1,-239.29048014737162
2026-01-29 14:01:18.462,2,-107.86551409325163
2026-01-29 14:01:20.294,2,-291.9897548975615
2026-01-29 14:01:22.025,2,4.291700808659698
2026-01-29 14:01:23.799,2,-297.38316295654647
2026-01-29 14:01:25.808,2,-64.00609063985667
2026-01-29 14:01:27.215,2,-172.13866022146806
2026-01-29 14:01:29.097,2,-375.1564126676045
2026-01-29 14:01:31.091,2,-422.20009079205295
2026-01-29 14:01:32.977,2,-193.0872630209144
2026-01-29 14:01:35.409,2,-308.4167640050353
2026-01-29 14:01:37.156,2,-285.44871474132924
2026-01-29 14:01:39.823,3,-201.04290573597905
2026-01-29 14:01:41.469,3,-108.53765420564785
2026-01-29 14:01:43.756,3,-356.44971095474165
2026-01-29 14:01:46.020,3,-289.64387194342237
2026-01-29 14:01:47.490,3,-85.75384547298673
2026-01-29 14:01:49.056,3,-100.3020457097184
2026-01-29 14:01:50.933,3,-141.4606395080341
2026-01-29 14:01:52.336,3,-172.97498290320027
2026-01-29 14:01:54.106,3,-224.97897981121662
2026-01-29 14:01:55.896,3,-161.1271669259688
2026-01-29 14:01:57.488,3,-136.46857597679002
2026-01-29 14:01:59.580,3,-136.50763297668874
2026-01-29 14:02:02.087,4,-525.0308094650389
2026-01-29 14:02:03.761,4,-82.7566783039342
2026-01-29 14:02:05.774,4,-356.72376979761293
2026-01-29 14:02:07.503,4,-121.34914601646966
2026-01-29 14:02:09.249,4,-126.505546303142
2026-01-29 14:02:10.774,4,-109.62807924028922
2026-01-29 14:02:12.481,4,-240.10370298748657
2026-01-29 14:02:13.874,4,-87.72806548220538
2026-01-29 14:02:15.826,4,-293.1370841093682
2026-01-29 14:02:17.335,4,-203.16405888247638
2026-01-29 14:02:18.986,4,-67.65000540802272
2026-01-29 14:02:20.995,4,-127.3750735687602
2026-01-29 14:02:23.751,5,-124.69490269364425
2026-01-29 14:02:26.244,5,-128.72284418078675
2026-01-29 14:02:28.934,5,-122.17257950566534
2026-01-29 14:02:30.758,5,-124.3260714711899
2026-01-29 14:02:32.930,5,-184.89187442733464
2026-01-29 14:02:34.353,5,-89.53265852162032
2026-01-29 14:02:36.695,5,-165.17500433812143
2026-01-29 14:02:38.420,5,-36.53977814471021
2026-01-29 14:02:40.131,5,-151.8567197176925
2026-01-29 14:02:42.318,5,-124.91532847725969
2026-01-29 14:02:45.155,6,-223.057403699882
2026-01-29 14:02:46.457,6,-107.64428365349517
2026-01-29 14:02:47.720,6,-174.25693816934765
2026-01-29 14:02:49.227,6,-74.22006020555726
2026-01-29 14:02:50.934,6,-138.8856465657226
2026-01-29 14:02:52.999,6,-195.98592065015347
2026-01-29 14:02:55.030,6,-360.8300406306376
2026-01-29 14:02:57.424,6,-52.008365914178185
2026-01-29 14:02:59.573,6,-228.09931678351248
2026-01-29 14:03:01.641,6,-275.7544613713344
2026-01-29 14:03:03.348,6,-282.9712114702993
2026-01-29 14:03:04.533,6,-86.82846537888933
2026-01-29 14:03:07.797,7,-284.38316256803284
2026-01-29 14:03:10.084,7,-203.7470017864987
2026-01-29 14:03:11.992,7,-224.87812091075028
2026-01-29 14:03:13.806,7,-103.07564724164496
2026-01-29 14:03:15.656,7,-132.3492482068999
2026-01-29 14:03:18.036,7,-113.96409634609789
2026-01-29 14:03:19.734,7,-55.656734007388046
2026-01-29 14:03:21.479,7,-386.0475507339484
2026-01-29 14:03:23.447,7,-281.8865237827624
2026-01-29 14:03:25.458,7,-183.97356354080753
2026-01-29 14:03:27.537,7,-146.09847377765118
2026-01-29 14:03:30.408,8,-248.9489333674357
2026-01-29 14:03:32.201,8,-117.91215911531654
2026-01-29 14:03:33.989,8,-243.66396037829338
2026-01-29 14:03:35.919,8,-246.19143105396913
2026-01-29 14:03:37.490,8,-87.53314955221578
2026-01-29 14:03:39.174,8,-187.1498892269121
2026-01-29 14:03:40.534,8,-111.00550546738923
2026-01-29 14:03:42.300,8,-81.43360459958174
2026-01-29 14:03:44.269,8,-403.41194222922957
2026-01-29 14:03:46.037,8,-367.3900793408542
2026-01-29 14:03:47.705,8,-122.66287634319113
2026-01-29 14:03:50.724,9,-293.56436985586686
2026-01-29 14:03:52.314,9,-168.12975739649306
2026-01-29 14:03:53.840,9,-260.9823713397632
2026-01-29 14:03:55.473,9,-237.19251931556954
2026-01-29 14:03:57.649,9,-40.03547851695839
2026-01-29 14:04:00.141,9,-196.51168281457606
2026-01-29 14:04:01.729,9,-352.8512640315139
2026-01-29 14:04:03.977,9,-127.43765429981735
2026-01-29 14:04:06.318,9,-68.94653956681339
2026-01-29 14:04:07.749,9,-110.72812941480117
2026-01-29 14:04:10.066,9,-145.73315577880302
2026-01-29 14:04:13.177,10,-183.4666500803208
2026-01-29 14:04:14.891,10,-164.5437147189724
2026-01-29 14:04:16.217,10,-141.56806076523324
2026-01-29 14:04:18.340,10,-170.9093448777486
2026-01-29 14:04:19.862,10,-276.36846143175944
2026-01-29 14:04:21.326,10,-112.73232822447397
2026-01-29 14:04:22.833,10,-143.20569263013743
2026-01-29 14:04:24.501,10,-72.3713740544963
2026-01-29 14:04:26.962,10,-68.50623262492962
2026-01-29 14:04:29.097,10,-366.27767651884494
2026-01-29 14:04:31.346,10,-241.90108704023532
2026-01-29 14:04:32.717,10,-41.037416132019686
2026-01-29 14:04:35.317,11,-121.77457152737148
2026-01-29 14:04:37.649,11,-108.13988094910458
2026-01-29 14:04:39.582,11,-250.41878890227179
2026-01-29 14:04:41.576,11,-17.14846868345613
2026-01-29 14:04:43.703,11,-400.105476609224
2026-01-29 14:04:46.157,11,-121.29081813931359
2026-01-29 14:04:48.672,11,-413.3369140483362
2026-01-29 14:04:50.356,11,-147.05396554069898
2026-01-29 14:04:52.084,11,-166.92043105321312
2026-01-29 14:04:53.572,11,-36.65790149931048
2026-01-29 14:04:55.911,12,-211.01662313611772
2026-01-29 14:04:58.221,12,-196.74320094806097
2026-01-29 14:04:59.710,12,-180.20945996855085
2026-01-29 14:05:02.885,12,31.820674116894054
2026-01-29 14:05:04.149,12,-113.7531477588885
2026-01-29 14:05:06.222,12,-286.51193279752835
2026-01-29 14:05:08.153,12,-377.2193183528766
2026-01-29 14:05:10.151,12,-178.18740766385434
2026-01-29 14:05:11.968,12,-216.56865056133512
2026-01-29 14:05:13.977,12,-214.13737478143526
2026-01-29 14:05:16.007,12,-243.2693844840447
2026-01-29 14:05:18.641,13,-495.8969544296051
2026-01-29 14:05:21.295,13,-267.28739521664386
2026-01-29 14:05:24.028,13,-165.73001545583435
2026-01-29 14:05:25.741,13,-353.97915723832114
2026-01-29 14:05:28.350,13,-113.2877608527975
2026-01-29 14:05:30.177,13,-150.86693836843506
2026-01-29 14:05:31.483,13,-60.13358523328456
2026-01-29 14:05:33.248,13,-137.80804398271863
2026-01-29 14:05:34.601,13,-160.1671085913931
2026-01-29 14:05:36.467,13,-315.34292636650633
2026-01-29 14:05:39.773,14,-286.04900232329476
2026-01-29 14:05:41.169,14,-180.03216330150528
2026-01-29 14:05:43.130,14,-128.60827607608178
2026-01-29 14:05:45.029,14,-343.6414202537041
2026-01-29 14:05:46.959,14,-376.4577431063949
2026-01-29 14:05:48.750,14,-171.22757368014996
2026-01-29 14:05:50.500,14,-319.9636241135012
2026-01-29 14:05:52.476,14,-238.24468033208512
2026-01-29 14:05:54.001,14,-108.16562506299191
2026-01-29 14:05:55.730,14,-298.6281549748531
2026-01-29 14:05:57.222,14,-55.37691929377367
2026-01-29 14:05:59.136,14,-181.96842243025793
2026-01-29 14:06:02.282,15,-171.57177296725422
2026-01-29 14:06:04.050,15,-178.02365983037342
2026-01-29 14:06:05.520,15,-72.93189568624823
2026-01-29 14:06:07.534,15,-114.11181652961754
2026-01-29 14:06:09.088,15,34.66491494724633
2026-01-29 14:06:10.572,15,-104.74059562446892
2026-01-29 14:06:12.360,15,-184.96279165579904
2026-01-29 14:06:13.725,15,-75.43594793860753
2026-01-29 14:06:15.132,15,-97.8825441357867
2026-01-29 14:06:17.120,15,-152.6020315632242
2026-01-29 14:06:19.534,15,-159.03925646057246
2026-01-29 14:06:21.713,15,-147.61903430948263
2026-01-29 14:06:23.764,16,21.35895495341279
2026-01-29 14:06:26.215,16,-189.06656423840082
2026-01-29 14:06:28.310,16,-132.6689929666748
2026-01-29 14:06:29.942,16,17.690080599553752
2026-01-29 14:06:31.741,16,-181.37167548708186
2026-01-29 14:06:34.010,16,-166.57462260874908
2026-01-29 14:06:36.379,16,-190.77653811637992
2026-01-29 14:06:39.071,16,-165.38652632150905
2026-01-29 14:06:41.603,16,-165.35846736870525
2026-01-29 14:06:44.293,17,-214.69711492259347
2026-01-29 14:06:46.886,17,-153.70941159129026
2026-01-29 14:06:49.463,17,-104.45561322795308
2026-01-29 14:06:51.040,17,-122.05215075411176
2026-01-29 14:06:53.276,17,-40.54791240348217
2026-01-29 14:06:55.109,17,-206.4295193195906
2026-01-29 14:06:56.639,17,-142.57094821301752
2026-01-29 14:06:58.527,17,-121.30801308646727
2026-01-29 14:07:00.156,17,-267.2217724987744
2026-01-29 14:07:02.366,17,-64.33171571207936
2026-01-29 14:07:04.782,17,-91.78770847766094
2026-01-29 14:07:07.526,18,-92.49830407823487
2026-01-29 14:07:09.402,18,-265.1636447297167
2026-01-29 14:07:11.188,18,-136.1908165425521
2026-01-29 14:07:13.290,18,-151.37128100898806
2026-01-29 14:07:14.779,18,-128.18159265646835
2026-01-29 14:07:16.769,18,-159.3566344374392
2026-01-29 14:07:18.017,18,-62.95130702838498
2026-01-29 14:07:20.431,18,-296.95282272288796
2026-01-29 14:07:21.673,18,-76.24999803265976
2026-01-29 14:07:23.799,18,-132.31924319916695
2026-01-29 14:07:26.434,18,-189.687957456923
2026-01-29 14:07:29.281,19,-209.84244158744707
2026-01-29 14:07:31.331,19,-278.01562132912477
2026-01-29 14:07:32.564,19,-64.59069388723174
2026-01-29 14:07:34.703,19,-244.91846281384966
2026-01-29 14:07:36.250,19,-89.98221211795779
2026-01-29 14:07:38.303,19,-105.51322760417463
2026-01-29 14:07:40.823,19,-94.35229827787477
2026-01-29 14:07:42.545,19,-94.8063719469093
2026-01-29 14:07:44.099,19,-177.48842923637767
2026-01-29 14:07:45.539,19,-113.22589651688513
2026-01-29 14:07:49.393,20,-70.27126468249118
2026-01-29 14:07:51.154,20,-90.0004491185173
2026-01-29 14:07:53.521,20,-278.3834686137009
2026-01-29 14:07:54.944,20,-99.71348661422202
2026-01-29 14:07:57.152,20,-208.44703190481658
2026-01-29 14:07:58.433,20,-199.35205625854496
2026-01-29 14:08:00.298,20,-389.2240849844049
2026-01-29 14:08:01.758,20,-77.79734510103427
2026-01-29 14:08:03.284,20,-96.90820375308812
2026-01-29 14:08:24.100,21,80.24152676792191
2026-01-29 14:08:25.737,21,-153.9692535473086
2026-01-29 14:08:27.386,21,-205.3160895099972
2026-01-29 14:08:29.199,21,-3.7824559357748626
2026-01-29 14:08:31.094,21,-286.04657562952195
2026-01-29 14:08:33.486,22,-132.8468730041048
2026-01-29 14:08:34.851,22,-76.88906922476032
2026-01-29 14:08:36.419,22,-159.71152230552457
2026-01-29 14:08:37.909,22,-121.6470907273752
2026-01-29 14:08:40.118,22,-129.93594146280375
2026-01-29 14:08:41.665,22,-109.239063216454
2026-01-29 14:08:43.367,22,-217.13771092971132
2026-01-29 14:08:45.276,22,-151.3030481202352
2026-01-29 14:08:47.283,22,-189.76049020847557
2026-01-29 14:08:48.606,22,-121.41648343608195
2026-01-29 14:08:50.152,22,-98.88248495484015
2026-01-29 14:08:52.401,22,-340.37771311276947
2026-01-29 14:08:55.763,23,-108.22033015139559
2026-01-29 14:08:57.912,23,-140.09139001824542
2026-01-29 14:09:00.122,23,-129.3288096100547
2026-01-29 14:09:01.926,23,-180.71686875929754
2026-01-29 14:09:04.178,23,-139.3062405595191
2026-01-29 14:09:05.947,23,-110.92113011588242
2026-01-29 14:09:08.184,23,-154.78668877119583
2026-01-29 14:09:10.181,23,-106.28952057008215
2026-01-29 14:09:12.366,23,-120.39593636493197
2026-01-29 14:09:14.601,23,-101.41926671838925
2026-01-29 14:09:16.782,24,-85.6828048530683
2026-01-29 14:09:18.147,24,-162.10593049978627
2026-01-29 14:09:20.826,24,-176.23344709607824
2026-01-29 14:09:23.504,24,-52.77240764105271
2026-01-29 14:09:25.294,24,-191.942969377147
2026-01-29 14:09:26.705,24,-71.36435598261333
2026-01-29 14:09:28.282,24,-80.67862270412928
2026-01-29 14:09:30.529,24,-161.763088484818
2026-01-29 14:09:32.557,24,-96.75319052817386
2026-01-29 14:09:34.475,24,-194.23627018784572
2026-01-29 14:09:36.606,24,-129.97011206881857
2026-01-29 14:09:40.379,25,-174.25358658405065
2026-01-29 14:09:41.992,25,-146.9534586668086
2026-01-29 14:09:44.380,25,-239.33765202838663
2026-01-29 14:09:45.792,25,-88.44615313560006
2026-01-29 14:09:47.803,25,-216.82851014754323
2026-01-29 14:09:49.414,25,-101.78349359254345
2026-01-29 14:09:51.689,25,-109.61928431369672
2026-01-29 14:09:53.384,25,-78.03814548902145
2026-01-29 14:09:55.312,25,-131.4527181109092
2026-01-29 14:09:57.542,25,-171.6181669532224
2026-01-29 14:10:01.224,26,-421.91199474531527
2026-01-29 14:10:03.106,26,-111.84873855376483
2026-01-29 14:10:05.591,26,-321.24392381157384
2026-01-29 14:10:06.955,26,-94.14659388018708
2026-01-29 14:10:08.882,26,-139.01669483957772
2026-01-29 14:10:10.751,26,-242.71331008814016
2026-01-29 14:10:12.920,26,-132.5267191400996
2026-01-29 14:10:15.037,26,-79.73045290571619
2026-01-29 14:10:16.384,26,-85.8280211999888
2026-01-29 14:10:18.269,26,-199.07125796698614
2026-01-29 14:10:19.918,26,-57.05376940384343
2026-01-29 14:10:23.993,27,-84.89274412847692
2026-01-29 14:10:26.351,27,-216.95160857729974
2026-01-29 14:10:28.203,27,-94.44389868447357
2026-01-29 14:10:30.539,27,-138.73958422703058
2026-01-29 14:10:32.405,27,-61.46904394977375
2026-01-29 14:10:33.832,27,-107.03986228661272
2026-01-29 14:10:36.089,27,-117.78435597455838
